java_file,go_file,status
testrunner/EqualityResultMatcher.java,jtstest_testrunner_equality_result_matcher.go,ported
testrunner/GeometryResult.java,jtstest_testrunner_geometry_result.go,ported
testrunner/IntegerResult.java,jtstest_testrunner_integer_result.go,ported
testrunner/JTSTestReflectionException.java,jtstest_testrunner_jts_test_reflection_exception.go,ported
testrunner/Result.java,jtstest_testrunner_result.go,ported
testrunner/ResultMatcher.java,jtstest_testrunner_result_matcher.go,ported
testrunner/Test.java,jtstest_testrunner_tst.go,ported
testrunner/TestCase.java,jtstest_testrunner_test_case.go,ported
testrunner/TestParseException.java,jtstest_testrunner_test_parse_exception.go,ported
testrunner/TestReader.java,jtstest_testrunner_test_reader.go,ported
testrunner/TestRun.java,jtstest_testrunner_test_run.go,ported
util/AssertionFailedException.java,util_assertion_failed_exception.go,reviewed
util/Assert.java,util_assert.go,reviewed
util/IntArrayList.java,util_int_array_list.go,reviewed
util/IntArrayListTest.java,util_int_array_list_test.go,reviewed
